,Unnamed: 0,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottle Position,Filename,File Flag,Rosette Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Chl (ug/l),Phaeo (ug/l),Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
123,123,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,5,ctd\at30_010.hex,0000000000000100,5,0000000000000100,Aug 19 2015 23:38:49,1520.499,0000000000000100,1500.718,59.76216,-39.88315,3.5348,0000000000000100,3.5353,0000000000000100,3.27451,0000000000000100,3.274532,0000000000000100,34.9268,34.9265,6.0432,0000000000000100,7.33066,-9999999,-9999999,0.0983,97.5719,0000000000000100,-9999999,-9999999,6.339,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9311,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
124,124,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,6,ctd\at30_010.hex,0000000000000100,6,0000000000000100,Aug 19 2015 23:46:05,1215.573,0000000000000100,1200.626,59.76226,-39.88378,3.4181,0000000000000100,3.4184,0000000000000100,3.24574,0000000000000100,3.245762,0000000000000100,34.8606,34.8606,6.5806,0000000000000100,7.35489,-9999999,-9999999,0.0999,97.535,0000000000000100,-9999999,-9999999,6.867,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8625,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
125,125,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,7,ctd\at30_010.hex,0000000000000100,7,0000000000000100,Aug 19 2015 23:51:22,1013.383,0000000000000100,1001.404,59.76228,-39.88411,3.4484,0000000000000100,3.4489,0000000000000100,3.239993,0000000000000100,3.240033,0000000000000100,34.8633,34.8633,6.5973,0000000000000100,7.3493,-9999999,-9999999,0.0998,97.5371,0000000000000100,-9999999,-9999999,6.88,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8672,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
126,126,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,8,ctd\at30_010.hex,0000000000000100,8,0000000000000100,Aug 19 2015 23:56:10,810.163,0000000000000100,800.975,59.76232,-39.88433,3.5935,0000000000000100,3.5938,0000000000000100,3.245562,0000000000000100,3.245596,0000000000000100,34.8812,34.8813,6.6317,0000000000000100,7.32244,-9999999,-9999999,0.0998,97.5363,0000000000000100,-9999999,-9999999,6.884,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8839,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
127,127,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,9,ctd\at30_010.hex,0000000000000100,9,0000000000000100,Aug 20 2015 00:00:50,607.551,0000000000000100,600.953,59.76234,-39.88462,3.6415,0000000000000100,3.6419,0000000000000100,3.241327,0000000000000100,3.241403,0000000000000100,34.8862,34.8867,6.6527,0000000000000100,7.31363,-9999999,-9999999,0.0988,97.5619,0000000000000100,-9999999,-9999999,6.917,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8877,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
128,128,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,10,ctd\at30_010.hex,0000000000000100,10,0000000000000100,Aug 20 2015 00:06:06,404.413,0000000000000100,400.216,59.76242,-39.88502,3.8336,0000000000000100,3.8343,0000000000000100,3.250783,0000000000000100,3.250868,0000000000000100,34.9029,34.9032,6.5254,0000000000000100,7.27874,-9999999,-9999999,0.1008,97.5101,0000000000000100,-9999999,-9999999,6.76,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9046,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
129,129,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,11,ctd\at30_010.hex,0000000000000100,11,0000000000000100,Aug 20 2015 00:11:02,202.682,0000000000000100,200.677,59.76245,-39.88536,4.4038,0000000000000100,4.4042,0000000000000100,3.297,0000000000000100,3.297047,0000000000000100,34.9531,34.9532,6.409,0000000000000100,7.17683,-9999999,-9999999,0.1032,97.4533,0000000000000100,-9999999,-9999999,6.632,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9585,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
130,130,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,12,ctd\at30_010.hex,0000000000000100,12,0000000000000100,Aug 20 2015 00:18:22,34.44,0000000000000100,34.113,59.76256,-39.8861,5.3464,0000000000000100,5.3518,0000000000000100,3.374162,0000000000000100,3.375045,0000000000000100,34.9493,34.9539,6.5272,0000000000000100,7.01783,-9999999,-9999999,0.1662,95.9301,0000000000000100,-9999999,-9999999,6.71,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9636,0000000000000100,0000000000000100,2324.17764999063,0000000000000100,2158.91349787876,0000000000000100,-9999999,-9999999,-9999999,7.73858659347712,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
131,131,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,1,ctd\at30_011.hex,0000000000000100,1,0000000000000100,Aug 21 2015 21:11:35,2853.805,0000000000000100,2807.933,59.68518,-39.35288,1.5282,0000000000000100,1.5289,0000000000000100,3.148765,0000000000000100,3.148784,0000000000000100,34.9009,34.9004,6.6077,0000000000000100,7.70698,-9999999,-9999999,0.1313,96.7723,0000000000000100,-9999999,-9999999,6.974,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9042,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
132,132,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,2,ctd\at30_011.hex,0000000000000100,2,0000000000000100,Aug 21 2015 21:20:56,2435.48,0000000000000100,2398.658,59.6849,-39.35033,2.7759,0000000000000100,2.7768,0000000000000100,3.2442,0000000000000100,3.244229,0000000000000100,34.9271,34.9265,6.0905,0000000000000100,7.46861,-9999999,-9999999,0.1013,97.4999,0000000000000100,-9999999,-9999999,6.4,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9305,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
133,133,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,3,ctd\at30_011.hex,0000000000000100,3,0000000000000100,Aug 21 2015 21:27:31,2129.933,0000000000000100,2099.226,59.68468,-39.34832,3.0463,0000000000000100,3.047,0000000000000100,3.256146,0000000000000100,3.25617,0000000000000100,34.9285,34.928,6.0588,0000000000000100,7.41887,-9999999,-9999999,0.101,97.5058,0000000000000100,-9999999,-9999999,6.413,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9329,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
134,134,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,4,ctd\at30_011.hex,0000000000000100,4,0000000000000100,Aug 21 2015 21:36:10,1723.381,0000000000000100,1700.157,59.68442,-39.34572,3.3664,0000000000000100,3.3669,0000000000000100,3.267508,0000000000000100,3.267524,0000000000000100,34.9217,34.9214,6.1406,0000000000000100,7.36113,-9999999,-9999999,0.1057,97.3918,0000000000000100,-9999999,-9999999,6.425,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9303,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
135,135,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,5,ctd\at30_011.hex,0000000000000100,5,0000000000000100,Aug 21 2015 21:44:31,1316.046,0000000000000100,1299.562,59.68417,-39.3434,3.6723,0000000000000100,3.6725,0000000000000100,3.276862,0000000000000100,3.276866,0000000000000100,34.9112,34.9111,6.1257,0000000000000100,7.30691,-9999999,-9999999,0.1027,97.4646,0000000000000100,-9999999,-9999999,6.396,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9126,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
136,136,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,6,ctd\at30_011.hex,0000000000000100,6,0000000000000100,Aug 21 2015 21:47:34,1215.264,0000000000000100,1200.33,59.6841,-39.34252,3.4377,0000000000000100,3.438,0000000000000100,3.247643,0000000000000100,3.24767,0000000000000100,34.8628,34.8628,6.5563,0000000000000100,7.35126,-9999999,-9999999,0.1035,97.4465,0000000000000100,-9999999,-9999999,6.847,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8656,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
137,137,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,7,ctd\at30_011.hex,0000000000000100,7,0000000000000100,Aug 21 2015 21:52:24,1012.166,0000000000000100,1000.21,59.68392,-39.34081,3.5053,0000000000000100,3.5071,0000000000000100,3.245634,0000000000000100,3.245802,0000000000000100,34.8709,34.8711,6.5584,0000000000000100,7.33872,-9999999,-9999999,0.1034,97.4481,0000000000000100,-9999999,-9999999,6.823,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8733,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
138,138,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,8,ctd\at30_011.hex,0000000000000100,8,0000000000000100,Aug 21 2015 21:57:59,810.191,0000000000000100,801.008,59.68371,-39.3389,3.6088,0000000000000100,3.6095,0000000000000100,3.247091,0000000000000100,3.247163,0000000000000100,34.8832,34.8833,6.6315,0000000000000100,7.31961,-9999999,-9999999,0.1037,97.4403,0000000000000100,-9999999,-9999999,6.885,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8867,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
139,139,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,9,ctd\at30_011.hex,0000000000000100,9,0000000000000100,Aug 21 2015 22:03:36,607.914,0000000000000100,601.315,59.68347,-39.33702,3.646,0000000000000100,3.6462,0000000000000100,3.241868,0000000000000100,3.241911,0000000000000100,34.8877,34.888,6.657,0000000000000100,7.31276,-9999999,-9999999,0.1039,97.4352,0000000000000100,-9999999,-9999999,6.9,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8904,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
140,140,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,10,ctd\at30_011.hex,0000000000000100,10,0000000000000100,Aug 21 2015 22:08:45,405.942,0000000000000100,401.731,59.68324,-39.33533,3.7157,0000000000000100,3.7162,0000000000000100,3.239621,0000000000000100,3.239677,0000000000000100,34.8945,34.8946,6.5851,0000000000000100,7.30003,-9999999,-9999999,0.1037,97.4406,0000000000000100,-9999999,-9999999,6.809,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8957,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
141,141,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,11,ctd\at30_011.hex,0000000000000100,11,0000000000000100,Aug 21 2015 22:15:06,151.489,0000000000000100,150.009,59.68294,-39.33341,4.0917,0000000000000100,4.0918,0000000000000100,3.262833,0000000000000100,3.262871,0000000000000100,34.9081,34.9085,6.5336,0000000000000100,7.23316,-9999999,-9999999,0.1094,97.3014,0000000000000100,-9999999,-9999999,6.74,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9115,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
142,142,AT30-01,11,GI03FLMB,59 41.19 N,039 21.93 W,2015-08-21T19:14:51Z,11,0000000000000100,12,ctd\at30_011.hex,0000000000000100,12,0000000000000100,Aug 21 2015 22:22:31,33.558,0000000000000100,33.24,59.68252,-39.33115,7.5941,0000000000000100,7.5931,0000000000000100,3.570708,0000000000000100,3.570766,0000000000000100,34.8451,34.8468,6.7963,0000000000000100,6.66716,-9999999,-9999999,0.2448,94.0638,0000000000000100,-9999999,-9999999,7.025,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8505,0000000000000100,0000000000000100,2320.46511407691,0000000000000100,2122.43165465388,0000000000000100,-9999999,-9999999,-9999999,7.82017289459389,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Chlor Duplicate,-9999999
143,143,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,1,ctd\at30_012.hex,0000000000000100,1,0000000000000100,Aug 23 2015 18:44:48,2692.886,0000000000000100,2650.52,60.00054,-39.48472,1.3178,0000000000000100,1.3184,0000000000000100,3.124018,0000000000000100,3.124023,0000000000000100,34.8971,34.8965,6.667,0000000000000100,7.74845,-9999999,-9999999,0.2201,94.6463,0000000000000100,-9999999,-9999999,7.003,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8995,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
144,144,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,2,ctd\at30_012.hex,0000000000000100,2,0000000000000100,Aug 23 2015 18:50:45,2538.913,0000000000000100,2499.862,60.00074,-39.48524,2.1684,0000000000000100,2.1689,0000000000000100,3.19297,0000000000000100,3.19295,0000000000000100,34.9052,34.9044,6.36,0000000000000100,7.58353,-9999999,-9999999,0.097,97.6029,0000000000000100,-9999999,-9999999,6.69,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9101,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
145,145,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,3,ctd\at30_012.hex,0000000000000100,3,0000000000000100,Aug 23 2015 18:58:46,2182.99,0000000000000100,2151.197,60.0008,-39.48541,2.9048,0000000000000100,2.9054,0000000000000100,3.245511,0000000000000100,3.245509,0000000000000100,34.9256,34.925,6.0938,0000000000000100,7.44493,-9999999,-9999999,0.0901,97.7728,0000000000000100,-9999999,-9999999,6.407,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9286,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
146,146,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,4,ctd\at30_012.hex,0000000000000100,4,0000000000000100,Aug 23 2015 19:07:03,1826.903,0000000000000100,1801.799,60.00086,-39.48552,3.2237,0000000000000100,3.2251,0000000000000100,3.258947,0000000000000100,3.259027,0000000000000100,34.9203,34.9197,6.1274,0000000000000100,7.38701,-9999999,-9999999,0.0925,97.7135,0000000000000100,-9999999,-9999999,6.416,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9237,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
147,147,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,5,ctd\at30_012.hex,0000000000000100,5,0000000000000100,Aug 23 2015 19:13:51,1519.374,0000000000000100,1499.583,60.00095,-39.48573,3.5629,0000000000000100,3.5631,0000000000000100,3.276954,0000000000000100,3.276931,0000000000000100,34.9267,34.9262,6.0171,0000000000000100,7.32564,-9999999,-9999999,0.0915,97.7388,0000000000000100,-9999999,-9999999,6.292,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9311,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
148,148,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,6,ctd\at30_012.hex,0000000000000100,6,0000000000000100,Aug 23 2015 19:20:22,1216.179,0000000000000100,1201.2,60.00114,-39.48616,3.534,0000000000000100,3.5344,0000000000000100,3.257596,0000000000000100,3.257612,0000000000000100,34.879,34.8787,6.4187,0000000000000100,7.33319,-9999999,-9999999,0.091,97.7504,0000000000000100,-9999999,-9999999,6.725,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8835,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
149,149,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,7,ctd\at30_012.hex,0000000000000100,7,0000000000000100,Aug 23 2015 19:25:07,1012.859,0000000000000100,1000.868,60.0012,-39.48634,3.559,0000000000000100,3.5593,0000000000000100,3.250885,0000000000000100,3.250906,0000000000000100,34.8762,34.8762,6.56,0000000000000100,7.32884,-9999999,-9999999,0.0918,97.731,0000000000000100,-9999999,-9999999,6.836,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8786,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
150,150,AT30-01,12,GI02HYPM,59 59.98 N,039 28.96 W,2015-08-23T16:50:38Z,12,0000000000000100,8,ctd\at30_012.hex,0000000000000100,8,0000000000000100,Aug 23 2015 19:29:56,810.342,0000000000000100,801.136,60.00124,-39.48641,3.6512,0000000000000100,3.6516,0000000000000100,3.251266,0000000000000100,3.251304,0000000000000100,34.8879,34.8879,6.6221,0000000000000100,7.31183,-9999999,-9999999,0.0923,97.7173,0000000000000100,-9999999,-9999999,6.884,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8918,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
