,Unnamed: 0,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottle Position,Filename,File Flag,Rosette Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Chl (ug/l),Phaeo (ug/l),Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
67,67,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,21,ctd\at30_005.hex,0000000000000100,21,0000000000000100,Aug 14 2015 22:37:55,101.961,0000000000000100,100.975,59.9989,-39.48428,5.1537,0000000000000100,5.1586,0000000000000100,3.363575,0000000000000100,3.364076,0000000000000100,34.9932,34.9938,6.4156,0000000000000100,7.04779,-9999999,-9999999,0.1172,97.1118,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
68,68,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,22,ctd\at30_005.hex,0000000000000100,22,0000000000000100,Aug 14 2015 22:38:01,102.824,0000000000000100,101.829,59.9989,-39.4843,5.144,0000000000000100,5.1448,0000000000000100,3.362665,0000000000000100,3.362771,0000000000000100,34.9923,34.9928,6.4077,0000000000000100,7.04945,-9999999,-9999999,0.1176,97.1032,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
69,69,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,23,ctd\at30_005.hex,0000000000000100,23,0000000000000100,Aug 14 2015 22:38:08,101.992,0000000000000100,101.006,59.9989,-39.48431,5.1406,0000000000000100,5.1462,0000000000000100,3.362323,0000000000000100,3.362943,0000000000000100,34.9924,34.9937,6.4137,0000000000000100,7.05001,-9999999,-9999999,0.1177,97.1016,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
70,70,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,24,ctd\at30_005.hex,0000000000000100,24,0000000000000100,Aug 14 2015 22:38:14,102.114,0000000000000100,101.126,59.9989,-39.48432,5.1498,0000000000000100,5.1543,0000000000000100,3.363199,0000000000000100,3.363652,0000000000000100,34.9928,34.9934,6.4116,0000000000000100,7.04846,-9999999,-9999999,0.118,97.0921,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
71,71,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,1,ctd\at30_006.hex,0000000000000100,1,0000000000000100,Aug 17 2015 18:25:16,1011.938,0000000000000100,999.972,59.85208,-39.09524,3.613,0000000000000100,3.6135,0000000000000100,3.256185,0000000000000100,3.256215,0000000000000100,34.8826,34.8825,6.5889,0000000000000100,7.31888,-9999999,-9999999,0.0942,97.6738,0000000000000100,-9999999,-9999999,6.887,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,0.617832655432888,5.01476607094319,9.90100260822174,<0.04,0.560397921417918,0000000000000100,0000000000000100,34.8871,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
72,72,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,2,ctd\at30_006.hex,0000000000000100,2,0000000000000100,Aug 17 2015 18:25:24,1012.406,0000000000000100,1000.433,59.8521,-39.09523,3.613,0000000000000100,3.6142,0000000000000100,3.2562,0000000000000100,3.256309,0000000000000100,34.8825,34.8826,6.5935,0000000000000100,7.31889,-9999999,-9999999,0.0941,97.6757,0000000000000100,-9999999,-9999999,6.861,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8863,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
73,73,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,3,ctd\at30_006.hex,0000000000000100,3,0000000000000100,Aug 17 2015 18:32:27,809.787,0000000000000100,800.598,59.85266,-39.09531,3.6539,0000000000000100,3.6544,0000000000000100,3.25153,0000000000000100,3.251582,0000000000000100,34.8884,34.8885,6.6438,0000000000000100,7.31132,-9999999,-9999999,0.0952,97.6493,0000000000000100,-9999999,-9999999,6.897,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8906,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
74,74,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,4,ctd\at30_006.hex,0000000000000100,4,0000000000000100,Aug 17 2015 18:32:36,809.784,0000000000000100,800.596,59.85266,-39.09532,3.6543,0000000000000100,3.6547,0000000000000100,3.251567,0000000000000100,3.251606,0000000000000100,34.8885,34.8885,6.6402,0000000000000100,7.31125,-9999999,-9999999,0.0957,97.6372,0000000000000100,-9999999,-9999999,6.902,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.89,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
75,75,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,5,ctd\at30_006.hex,0000000000000100,5,0000000000000100,Aug 17 2015 18:42:11,405.176,0000000000000100,400.967,59.85363,-39.09546,3.7172,0000000000000100,3.7176,0000000000000100,3.239629,0000000000000100,3.239683,0000000000000100,34.8933,34.8936,6.6132,0000000000000100,7.29981,-9999999,-9999999,0.0941,97.6744,0000000000000100,-9999999,-9999999,6.828,0000000000000100,0000000000000100,0.00351299918787301,0.0162025576322938,0000000000000100,0000000000000100,0.618728065078443,4.76805466838815,9.42586966677048,<0.04,0.76318005697556,0000000000000100,0000000000000100,34.8995,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
76,76,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,6,ctd\at30_006.hex,0000000000000100,6,0000000000000100,Aug 17 2015 18:42:20,405.18,0000000000000100,400.972,59.85364,-39.09547,3.7171,0000000000000100,3.7174,0000000000000100,3.239624,0000000000000100,3.239679,0000000000000100,34.8934,34.8937,6.6091,0000000000000100,7.29984,-9999999,-9999999,0.095,97.6539,0000000000000100,-9999999,-9999999,6.843,0000000000000100,0000000000000100,0.00557835978423325,0.0127740849993413,0000000000000100,0000000000001000,0.680511330621732,5.66059943259038,11.0518801775148,<0.04,0.803636591409474,0000000000000100,0000000000001000,34.8963,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate Nitrate, Chlor.",-9999999
77,77,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,7,ctd\at30_006.hex,0000000000000100,7,0000000000000100,Aug 17 2015 18:54:21,52.147,0000000000000100,51.65,59.85452,-39.0956,6.4501,0000000000000100,6.4499,0000000000000100,3.468565,0000000000000100,3.46851,0000000000000100,34.8697,34.8693,6.7969,0000000000000100,6.84287,-9999999,-9999999,0.194,95.2653,0000000000000100,-9999999,-9999999,7.044,0000000000000100,0000000000000100,0.524356388847622,0.144482069523292,0000000000000100,0000000000000100,0.547990703079605,1.92373725876597,7.4533480613516,<0.04,1.65322381452167,0000000000000100,0000000000000100,34.8731,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
78,78,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,8,ctd\at30_006.hex,0000000000000100,8,0000000000000100,Aug 17 2015 18:54:33,52.307,0000000000000100,51.808,59.85452,-39.0956,6.4472,0000000000000100,6.4481,0000000000000100,3.468356,0000000000000100,3.468409,0000000000000100,34.8703,34.8699,6.7961,0000000000000100,6.84331,-9999999,-9999999,0.194,95.2666,0000000000000100,-9999999,-9999999,7.048,0000000000000100,0000000000000100,0.55453517381727,0.135484531033359,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8729,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
79,79,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,9,ctd\at30_006.hex,0000000000000100,9,0000000000000100,Aug 17 2015 18:57:25,31.618,0000000000000100,31.317,59.85478,-39.09562,7.9914,0000000000000100,7.9926,0000000000000100,3.609675,0000000000000100,3.609716,0000000000000100,34.8696,34.8688,6.6986,0000000000000100,6.60661,-9999999,-9999999,0.2448,94.063,0000000000000100,-9999999,-9999999,6.953,0000000000000100,0000000000000100,0.436649295029585,0.0997105075142754,0000000000000100,0000000000000100,0.512622022080186,0.795185512367491,7.78594112036749,<0.04,1.15725667016517,0000000000000100,-9999999,34.8711,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
80,80,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,10,ctd\at30_006.hex,0000000000000100,10,0000000000000100,Aug 17 2015 18:57:33,31.695,0000000000000100,31.394,59.85479,-39.09562,7.9901,0000000000000100,7.9919,0000000000000100,3.609548,0000000000000100,3.609654,0000000000000100,34.8695,34.8688,6.6872,0000000000000100,6.60681,-9999999,-9999999,0.2413,94.1472,0000000000000100,-9999999,-9999999,6.961,0000000000000100,0000000000000100,0.442307817211394,0.0903344070508514,0000000000000100,0000000000001000,0.352791400348634,0.409826379450938,5.02489080504516,<0.04,1.43146207021725,0000000000000100,-9999999,34.8717,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate Nitrate, Chlor.",-9999999
81,81,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,11,ctd\at30_006.hex,0000000000000100,11,0000000000000100,Aug 17 2015 19:00:52,1.797,0000000000000100,1.78,59.8551,-39.09568,8.6023,0000000000000100,8.6029,0000000000000100,3.665907,0000000000000100,3.665889,0000000000000100,34.8775,34.8768,6.5444,0000000000000100,6.51666,-9999999,-9999999,0.2316,94.3748,0000000000000100,-9999999,-9999999,6.827,0000000000000100,0000000000000100,0.309898398157066,0.0359561706666821,0000000000000100,0000000000000100,0.454868099941894,0.748289956509921,6.84863340859545,<0.04,1.45443738606861,0000000000000100,-9999999,34.882,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
82,82,AT30-01,6,"Glider Site # 484, 485, 495, 528",59 51.06 N,039 05.71 W,2015-08-17T17:02:11Z,6,0000000000000100,12,ctd\at30_006.hex,0000000000000100,12,0000000000000100,Aug 17 2015 19:01:00,1.65,0000000000000100,1.634,59.85512,-39.09567,8.6032,0000000000000100,8.6036,0000000000000100,3.665986,0000000000000100,3.665949,0000000000000100,34.8775,34.8768,6.5563,0000000000000100,6.51653,-9999999,-9999999,0.2322,94.3599,0000000000000100,-9999999,-9999999,6.807,0000000000000100,0000000000000100,0.295846401405574,0.0547673560590643,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8802,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
83,83,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,1,ctd\at30_007.hex,0000000000000100,1,0000000000000100,Aug 18 2015 01:31:49,647.357,0000000000000100,640.265,59.7714,-39.88166,3.6605,0000000000000100,3.6606,0000000000000100,3.245106,0000000000000100,3.245138,0000000000000100,34.8901,34.8903,6.6436,0000000000000100,7.31006,-9999999,-9999999,0.093,97.7024,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
84,84,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,2,ctd\at30_007.hex,0000000000000100,2,0000000000000100,Aug 18 2015 01:31:55,640.91,0000000000000100,633.898,59.7714,-39.88166,3.6603,0000000000000100,3.6604,0000000000000100,3.244796,0000000000000100,3.244837,0000000000000100,34.89,34.8903,6.656,0000000000000100,7.3101,-9999999,-9999999,0.0929,97.703,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
85,85,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,3,ctd\at30_007.hex,0000000000000100,3,0000000000000100,Aug 18 2015 01:32:04,631.654,0000000000000100,624.757,59.7714,-39.88166,3.6611,0000000000000100,3.6614,0000000000000100,3.244486,0000000000000100,3.24453,0000000000000100,34.8903,34.8905,6.646,0000000000000100,7.30993,-9999999,-9999999,0.0932,97.6967,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
86,86,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,4,ctd\at30_007.hex,0000000000000100,4,0000000000000100,Aug 18 2015 01:32:12,623.734,0000000000000100,616.936,59.7714,-39.88166,3.6635,0000000000000100,3.6636,0000000000000100,3.244361,0000000000000100,3.244379,0000000000000100,34.8905,34.8906,6.653,0000000000000100,7.3095,-9999999,-9999999,0.0928,97.7051,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
87,87,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,5,ctd\at30_007.hex,0000000000000100,5,0000000000000100,Aug 18 2015 01:32:24,612.181,0000000000000100,605.526,59.7714,-39.88166,3.6647,0000000000000100,3.6649,0000000000000100,3.24398,0000000000000100,3.244012,0000000000000100,34.8907,34.8909,6.6491,0000000000000100,7.30927,-9999999,-9999999,0.0935,97.6903,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
88,88,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,6,ctd\at30_007.hex,0000000000000100,6,0000000000000100,Aug 18 2015 01:32:31,604.235,0000000000000100,597.677,59.7714,-39.88166,3.666,0000000000000100,3.666,0000000000000100,3.243738,0000000000000100,3.243757,0000000000000100,34.8907,34.8909,6.6506,0000000000000100,7.30905,-9999999,-9999999,0.093,97.7008,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
89,89,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,7,ctd\at30_007.hex,0000000000000100,7,0000000000000100,Aug 18 2015 01:32:45,590.276,0000000000000100,583.889,59.7714,-39.88166,3.6687,0000000000000100,3.6688,0000000000000100,3.243377,0000000000000100,3.243393,0000000000000100,34.8909,34.891,6.6471,0000000000000100,7.30856,-9999999,-9999999,0.0928,97.7062,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
90,90,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,8,ctd\at30_007.hex,0000000000000100,8,0000000000000100,Aug 18 2015 01:32:58,577.234,0000000000000100,571.006,59.7714,-39.88166,3.6721,0000000000000100,3.6717,0000000000000100,3.243124,0000000000000100,3.243088,0000000000000100,34.8912,34.8912,6.6461,0000000000000100,7.30794,-9999999,-9999999,0.0926,97.7116,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
91,91,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,9,ctd\at30_007.hex,0000000000000100,9,0000000000000100,Aug 18 2015 01:33:10,565.037,0000000000000100,558.957,59.7714,-39.88166,3.6737,0000000000000100,3.6738,0000000000000100,3.242751,0000000000000100,3.242779,0000000000000100,34.8915,34.8918,6.647,0000000000000100,7.30764,-9999999,-9999999,0.092,97.7248,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
92,92,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,10,ctd\at30_007.hex,0000000000000100,10,0000000000000100,Aug 18 2015 01:33:26,549.124,0000000000000100,543.236,59.7714,-39.88166,3.6769,0000000000000100,3.6768,0000000000000100,3.24234,0000000000000100,3.242356,0000000000000100,34.8917,34.892,6.638,0000000000000100,7.30707,-9999999,-9999999,0.0921,97.7227,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
93,93,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,11,ctd\at30_007.hex,0000000000000100,11,0000000000000100,Aug 18 2015 01:33:55,519.964,0000000000000100,514.424,59.77142,-39.88164,3.6835,0000000000000100,3.6835,0000000000000100,3.2417,0000000000000100,3.241726,0000000000000100,34.8925,34.8928,6.6488,0000000000000100,7.30584,-9999999,-9999999,0.0919,97.7283,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
94,94,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,12,ctd\at30_007.hex,0000000000000100,12,0000000000000100,Aug 18 2015 01:34:10,504.624,0000000000000100,499.266,59.77142,-39.88164,3.6867,0000000000000100,3.6864,0000000000000100,3.241318,0000000000000100,3.241322,0000000000000100,34.8928,34.8931,6.6432,0000000000000100,7.30527,-9999999,-9999999,0.0921,97.7227,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
