,Bottle Position,Conductivity [S/m],"Conductivity, 2 [S/m]","Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Cast,Cruise ID,Date Time,"Depth [salt water, m]",Hex name,Latitude [deg],Longitude [deg],"Oxygen Saturation, Garcia & Gordon [ml/l]","Pressure, Digiquartz [db]","Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Start Latitude,Start Longitude,Start Time,"Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]"
4,5,3.2291830000000004,3.229245,55.262,-0.8913 (avg),7,ar30-03,Jun 10 2018 16:13:44,1002.235,D:\Data\ar30-03007.hex,59.77208,-39.851729999999996,7.37091,1014.2260000000001,34.86,34.8609,6.5419,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,3.3294,3.3292
5,6,3.22344,3.223513,55.262,-0.9569 (avg),7,ar30-03,Jun 10 2018 16:19:47,750.762,D:\Data\ar30-03007.hex,59.7722,-39.85118,7.36084,759.283,34.8668,34.8679,6.5833,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,3.3833,3.3831
6,7,3.219064,3.219137,55.262,-1.0668 (avg),7,ar30-03,Jun 10 2018 16:28:38,350.88199999999995,D:\Data\ar30-03007.hex,59.77234,-39.85044,7.33435,354.519,34.876,34.8773,6.5732,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,3.5283,3.5279
7,8,3.227534,3.227664,55.262,-0.9801 (avg),7,ar30-03,Jun 10 2018 16:33:17,180.918,D:\Data\ar30-03007.hex,59.7724,-39.85004,7.3014399999999995,182.718,34.873,34.8744,6.5341,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,3.7137,3.7139
8,9,3.234912,3.235019,55.262,-0.7950 (avg),7,ar30-03,Jun 10 2018 16:35:42,131.58,D:\Data\ar30-03007.hex,59.77244,-39.84983,7.2819199999999995,132.872,34.87,34.8714,6.6275,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,3.8248,3.8247
9,10,3.234929,3.2350630000000002,55.262,-0.8894 (avg),7,ar30-03,Jun 10 2018 16:35:58,131.505,D:\Data\ar30-03007.hex,59.772459999999995,-39.8498,7.28188,132.797,34.87,34.8715,6.6305,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,3.825,3.8252
10,11,3.248581,3.248615,55.262,-0.8240 (avg),7,ar30-03,Jun 10 2018 16:38:20,90.90100000000001,D:\Data\ar30-03007.hex,59.7725,-39.84959,7.250310000000001,91.785,34.8617,34.8629,6.7663,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,4.0067,4.0059
11,12,3.2792480000000004,3.2791349999999997,55.262,-0.8833 (avg),7,ar30-03,Jun 10 2018 16:40:34,60.575,D:\Data\ar30-03007.hex,59.77251999999999,-39.84943,7.19031,61.16,34.8818,34.8828,6.7536,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,4.3457,4.3435
12,13,3.2793300000000003,3.2792779999999997,55.262,-0.8731 (avg),7,ar30-03,Jun 10 2018 16:40:43,60.604,D:\Data\ar30-03007.hex,59.77251999999999,-39.84941,7.1901399999999995,61.18899999999999,34.8817,34.8829,6.7617,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,4.3467,4.345
13,14,3.282947,3.282921,55.262,-0.8747 (avg),7,ar30-03,Jun 10 2018 16:42:24,50.831,D:\Data\ar30-03007.hex,59.77254,-39.84924,7.1825399999999995,51.321000000000005,34.8837,34.8849,6.7365,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,4.3902,4.3887
14,15,3.282975,3.2829980000000005,55.262,-0.8364 (avg),7,ar30-03,Jun 10 2018 16:42:32,50.742,D:\Data\ar30-03007.hex,59.77254,-39.84922,7.18244,51.23,34.8833,34.8848,6.7408,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,4.3908,4.3897
15,16,3.3389379999999997,3.3390440000000003,54.8758,-0.9194 (avg),7,ar30-03,Jun 10 2018 16:45:14,30.206999999999997,D:\Data\ar30-03007.hex,59.77264,-39.8489,7.072189999999999,30.496,34.8591,34.8602,6.9193,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,5.0457,5.0459
16,17,3.339114,3.339112,54.2706,-0.9404 (avg),7,ar30-03,Jun 10 2018 16:45:25,30.261,D:\Data\ar30-03007.hex,59.77264,-39.84887,7.07187,30.551,34.8591,34.8604,6.9279,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,5.0477,5.0465
17,18,3.3467300000000004,3.346961,55.262,-1.1059 (avg),7,ar30-03,Jun 10 2018 16:47:03,19.8,D:\Data\ar30-03007.hex,59.772659999999995,-39.848659999999995,7.0571,19.989,34.8613,34.8626,6.9313,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,5.1352,5.1365
18,19,3.346932,3.347022,55.262,-1.1078 (avg),7,ar30-03,Jun 10 2018 16:47:13,19.758,D:\Data\ar30-03007.hex,59.772659999999995,-39.84864,7.05674,19.945999999999998,34.8615,34.8629,6.934,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,5.1373,5.137
19,20,3.3533129999999995,3.3532669999999998,55.262,-1.1622 (avg),7,ar30-03,Jun 10 2018 16:49:03,4.5489999999999995,D:\Data\ar30-03007.hex,59.7727,-39.848490000000005,7.0437,4.592,34.8618,34.8634,6.9341,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,5.2153,5.2134
20,21,3.352877,3.353061,55.262,-1.0116 (avg),7,ar30-03,Jun 10 2018 16:49:15,4.7330000000000005,D:\Data\ar30-03007.hex,59.7727,-39.84847,7.04454,4.7780000000000005,34.862,34.8637,6.9365,59 46.24 N,039 51.54 W,2018-06-10T14:37:43Z,5.2103,5.2107
0,1,3.140658,3.140796,55.262,-0.9109 (avg),8,ar30-03,Jun 11 2018 16:08:02,2793.264,D:\Data\ar30-03008.hex,59.718090000000004,-39.3546,7.722,2838.805,34.886,34.8858,5.4372,59 43.05 N,039 20.61 W,2018-06-11T15:14:36Z,1.4555,1.4572
1,2,3.256152,3.256472,55.262,-0.9410 (avg),8,ar30-03,Jun 11 2018 16:22:45,2181.2870000000003,D:\Data\ar30-03008.hex,59.71791999999999,-39.35617,7.42283,2213.633,34.9047,34.9072,4.9962,59 43.05 N,039 20.61 W,2018-06-11T15:14:36Z,3.0312,3.0324
2,3,3.2795739999999998,3.279605,55.262,-0.8518 (avg),8,ar30-03,Jun 11 2018 16:45:29,1797.4589999999998,D:\Data\ar30-03008.hex,59.718140000000005,-39.35672,7.34347,1822.441,34.9097,34.9097,6.0547,59 43.05 N,039 20.61 W,2018-06-11T15:14:36Z,3.468,3.4683
0,1,3.33715,3.3374129999999997,18.2145, 1.0531 (avg),9,ar30-03,Jun 12 2018 18:08:13,132.06,D:\Data\ar30-03009.hex,59.83054,-39.22184,7.085430000000001,133.358,34.8692,34.8712,6.4423,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,4.9641,4.9651
1,2,3.3519360000000002,3.3520339999999997,20.61, 0.5787 (avg),9,ar30-03,Jun 12 2018 18:10:23,90.18700000000001,D:\Data\ar30-03009.hex,59.83031,-39.22228,7.0546,91.064,34.8711,34.8725,6.557,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,5.1474,5.1471
2,3,3.390857,3.3909569999999998,23.4513, 0.2847 (avg),9,ar30-03,Jun 12 2018 18:12:52,60.675,D:\Data\ar30-03009.hex,59.8298,-39.22285,6.98303,61.26,34.889,34.8902,6.6901,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,5.5746,5.5746
3,4,3.412723,3.413476,24.3172, 0.2295 (avg),9,ar30-03,Jun 12 2018 18:15:02,30.570999999999998,D:\Data\ar30-03009.hex,59.82946,-39.22336,6.93958,30.863000000000003,34.8735,34.874,7.1711,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,5.8454,5.8532
4,5,3.4152980000000004,3.4153830000000003,50.6042,-0.0144 (avg),9,ar30-03,Jun 12 2018 18:16:48,15.543,D:\Data\ar30-03009.hex,59.829240000000006,-39.2237,6.9335,15.690999999999999,34.8712,34.8724,7.3467,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,5.8835,5.8833
5,6,3.436418,3.4365069999999998,55.262,-0.1749 (avg),9,ar30-03,Jun 12 2018 18:18:40,2.705,D:\Data\ar30-03009.hex,59.82911,-39.22401,6.89513,2.7310000000000003,34.8713,34.8726,7.4697,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1216,6.1213
6,7,3.4364209999999997,3.4365309999999996,55.262,-0.1791 (avg),9,ar30-03,Jun 12 2018 18:18:47,2.9619999999999997,D:\Data\ar30-03009.hex,59.8291,-39.22403,6.89514,2.99,34.8713,34.8727,7.4728,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1215,6.1214
7,8,3.436431,3.436432,55.262,-0.2055 (avg),9,ar30-03,Jun 12 2018 18:18:55,2.889,D:\Data\ar30-03009.hex,59.829080000000005,-39.224059999999994,6.89513,2.9160000000000004,34.8714,34.8716,7.4692,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1216,6.1214
8,9,3.4364779999999997,3.4365410000000005,55.262,-0.2381 (avg),9,ar30-03,Jun 12 2018 18:19:13,2.6010000000000004,D:\Data\ar30-03009.hex,59.82906,-39.22413,6.89502,2.6260000000000003,34.8714,34.8726,7.4702,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1223,6.1217
9,10,3.436438,3.4365989999999997,55.262,-0.2166 (avg),9,ar30-03,Jun 12 2018 18:19:20,2.895,D:\Data\ar30-03009.hex,59.82904,-39.22415,6.895110000000001,2.923,34.8713,34.8724,7.4564,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1217,6.1224
10,11,3.436411,3.436556,55.262,-0.1989 (avg),9,ar30-03,Jun 12 2018 18:19:26,2.9339999999999997,D:\Data\ar30-03009.hex,59.82904,-39.22417,6.895160000000001,2.9619999999999997,34.8713,34.8726,7.4587,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1214,6.1218
11,12,3.436319,3.436496,55.262,-0.2174 (avg),9,ar30-03,Jun 12 2018 18:19:33,2.8339999999999996,D:\Data\ar30-03009.hex,59.82901999999999,-39.2242,6.89532,2.861,34.8714,34.8727,7.4551,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1204,6.1211
12,13,3.436497,3.436586,55.262,-0.2232 (avg),9,ar30-03,Jun 12 2018 18:19:40,2.516,D:\Data\ar30-03009.hex,59.82901999999999,-39.22424,6.8949300000000004,2.54,34.871,34.8717,7.4577,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1229,6.1232
13,14,3.436579,3.436699,55.262,-0.2320 (avg),9,ar30-03,Jun 12 2018 18:19:47,2.801,D:\Data\ar30-03009.hex,59.829,-39.22426,6.89485,2.8280000000000003,34.8713,34.8727,7.4636,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1233,6.1233
14,15,3.436756,3.4369169999999998,55.262,-0.2475 (avg),9,ar30-03,Jun 12 2018 18:19:54,3.0069999999999997,D:\Data\ar30-03009.hex,59.828990000000005,-39.22429,6.89455,3.035,34.8713,34.8726,7.4495,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1252,6.1257
15,16,3.4369370000000004,3.4370410000000002,55.262,-0.2585 (avg),9,ar30-03,Jun 12 2018 18:20:01,2.739,D:\Data\ar30-03009.hex,59.82898,-39.22432,6.8942,2.765,34.8712,34.8727,7.4574,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1274,6.1271
16,17,3.436871,3.436928,55.262,-0.2654 (avg),9,ar30-03,Jun 12 2018 18:20:09,2.89,D:\Data\ar30-03009.hex,59.828959999999995,-39.22435,6.894310000000001,2.918,34.871,34.8719,7.4435,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1268,6.1266
17,18,3.436921,3.4370199999999995,55.262,-0.2759 (avg),9,ar30-03,Jun 12 2018 18:20:16,3.051,D:\Data\ar30-03009.hex,59.82894,-39.22437,6.89427,3.08,34.8713,34.8726,7.4512,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.127,6.1268
18,19,3.436776,3.4366559999999997,55.262,-0.2908 (avg),9,ar30-03,Jun 12 2018 18:20:24,2.798,D:\Data\ar30-03009.hex,59.82894,-39.2244,6.89451,2.824,34.8714,34.8728,7.4599,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1254,6.1227
19,20,3.436557,3.4365900000000003,55.262,-0.3134 (avg),9,ar30-03,Jun 12 2018 18:20:30,2.7969999999999997,D:\Data\ar30-03009.hex,59.82892,-39.22442,6.89491,2.823,34.8715,34.8728,7.4502,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1229,6.122
20,21,3.436438,3.436519,55.262,-0.3087 (avg),9,ar30-03,Jun 12 2018 18:20:37,3.073,D:\Data\ar30-03009.hex,59.8289,-39.22444,6.89508,3.102,34.8709,34.8728,7.447,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.122,6.1211
21,22,3.436436,3.4365449999999997,55.262,-0.3245 (avg),9,ar30-03,Jun 12 2018 18:20:44,2.557,D:\Data\ar30-03009.hex,59.828880000000005,-39.22448,6.89509,2.5810000000000004,34.8714,34.8727,7.4367,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1218,6.1217
22,23,3.436529,3.43663,55.262,-0.3333 (avg),9,ar30-03,Jun 12 2018 18:20:51,2.7889999999999997,D:\Data\ar30-03009.hex,59.82886,-39.2245,6.89495,2.8160000000000003,34.8714,34.8727,7.4552,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1227,6.1226
23,24,3.436415,3.436604,55.262,-0.3410 (avg),9,ar30-03,Jun 12 2018 18:20:59,3.073,D:\Data\ar30-03009.hex,59.82886,-39.22452,6.895160000000001,3.102,34.8713,34.8726,7.4486,59 49.83 N,039 13.28 W,2018-06-12T18:03:09Z,6.1214,6.1222
0,1,3.26281,3.262895,55.262,-0.6742 (avg),10,ar30-03,Jun 12 2018 20:13:25,998.2739999999999,D:\Data\ar30-03010.hex,59.842969999999994,-39.19984,7.306889999999999,1010.2139999999999,34.8944,34.8952,6.2388,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,3.6772,3.6773
1,2,3.265482,3.265517,55.262,-0.8022 (avg),10,ar30-03,Jun 12 2018 20:48:49,901.204,D:\Data\ar30-03010.hex,59.84336,-39.20811,7.29375,911.7689999999999,34.9,34.9007,6.1939,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,3.7496,3.7493
2,3,3.272221,3.2722900000000004,55.262,-0.6921 (avg),10,ar30-03,Jun 12 2018 20:52:04,801.4689999999999,D:\Data\ar30-03010.hex,59.84335,-39.209109999999995,7.27245,810.669,34.9067,34.9075,6.1146,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,3.8682,3.8682
3,4,3.281044,3.2811169999999996,55.262,-0.7393 (avg),10,ar30-03,Jun 12 2018 20:55:16,701.765,D:\Data\ar30-03010.hex,59.843309999999995,-39.21017,7.24653,709.6489999999999,34.908,34.9087,6.1,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.0153,4.0154
4,5,3.296664,3.2967370000000003,55.262,-0.6358 (avg),10,ar30-03,Jun 12 2018 20:58:40,601.344,D:\Data\ar30-03010.hex,59.843340000000005,-39.2112,7.2079699999999995,607.952,34.9132,34.9138,6.0311,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.2349,4.2351
5,6,3.3114559999999997,3.311526,55.262,-0.8416 (avg),10,ar30-03,Jun 12 2018 21:01:52,501.8,D:\Data\ar30-03010.hex,59.84333,-39.212140000000005,7.17092,507.191,34.9136,34.9143,5.988,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.4493,4.4493
6,7,3.3154790000000003,3.3155699999999997,55.262,-0.7421 (avg),10,ar30-03,Jun 12 2018 21:05:16,401.728,D:\Data\ar30-03010.hex,59.8433,-39.21326,7.153110000000001,405.945,34.9006,34.9015,5.9876,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.5567,4.5568
7,8,3.31566,3.315743,55.262,-0.4720 (avg),10,ar30-03,Jun 12 2018 21:08:40,301.361,D:\Data\ar30-03010.hex,59.8434,-39.21434,7.141610000000001,304.45,34.8791,34.8801,6.0621,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.63,4.63
8,9,3.317654,3.3177230000000004,55.262,-0.7404 (avg),10,ar30-03,Jun 12 2018 21:12:06,201.15400000000002,D:\Data\ar30-03010.hex,59.84338,-39.2155,7.12798,203.166,34.869,34.8701,6.1234,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.7128,4.7125
9,10,3.322539,3.3224690000000003,55.262,-0.7211 (avg),10,ar30-03,Jun 12 2018 21:14:26,150.494,D:\Data\ar30-03010.hex,59.84332,-39.21637,7.1143,151.98,34.8683,34.8691,6.182,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.7935,4.792
10,11,3.322632,3.3226129999999996,55.262,-0.7520 (avg),10,ar30-03,Jun 12 2018 21:14:39,149.719,D:\Data\ar30-03010.hex,59.84333,-39.21646,7.11408,151.197,34.8686,34.8697,6.1799,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.7947,4.7935
11,12,3.332962,3.333075,55.262,-1.0273 (avg),10,ar30-03,Jun 12 2018 21:17:03,120.478,D:\Data\ar30-03010.hex,59.84333,-39.21736,7.092289999999999,121.65899999999999,34.8695,34.8706,6.2477,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.9233,4.9235
12,13,3.3327709999999997,3.332904,55.262,-0.7909 (avg),10,ar30-03,Jun 12 2018 21:17:21,120.00399999999999,D:\Data\ar30-03010.hex,59.843340000000005,-39.217459999999996,7.092560000000001,121.18,34.8692,34.8704,6.2509,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,4.9218,4.9221
13,14,3.359293,3.3593699999999997,54.8112,-0.4138 (avg),10,ar30-03,Jun 12 2018 21:19:21,100.134,D:\Data\ar30-03010.hex,59.843340000000005,-39.21817,7.04448,101.11,34.8941,34.895,6.24,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.2016,5.2015
14,15,3.3598470000000002,3.359892,18.4697, 1.0096 (avg),10,ar30-03,Jun 12 2018 21:19:37,100.79799999999999,D:\Data\ar30-03010.hex,59.843340000000005,-39.21825,7.04368,101.781,34.8955,34.8965,6.2339,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.206,5.2056
15,16,3.376751,3.375899,55.262,-0.6985 (avg),10,ar30-03,Jun 12 2018 21:21:08,91.488,D:\Data\ar30-03010.hex,59.8433,-39.218740000000004,7.01365,92.37799999999999,34.9108,34.9105,6.2685,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.3826,5.3735
16,17,3.3767699999999996,3.376643,55.262,-0.7186 (avg),10,ar30-03,Jun 12 2018 21:21:22,90.88,D:\Data\ar30-03010.hex,59.8433,-39.21882,7.01355,91.764,34.9107,34.9116,6.2752,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.3832,5.3809
17,18,3.387121,3.387204,55.262,-0.7707 (avg),10,ar30-03,Jun 12 2018 21:23:53,80.693,D:\Data\ar30-03010.hex,59.84336,-39.21966,6.99516,81.476,34.9221,34.9234,6.271,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.4914,5.4912
18,19,3.3828620000000003,3.382933,55.262,-0.7603 (avg),10,ar30-03,Jun 12 2018 21:26:04,59.982,D:\Data\ar30-03010.hex,59.843340000000005,-39.22043,6.99799,60.56100000000001,34.8938,34.8952,6.4567,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.4823,5.4818
19,20,3.3921410000000005,3.392353,55.262,-0.8069 (avg),10,ar30-03,Jun 12 2018 21:27:39,50.711999999999996,D:\Data\ar30-03010.hex,59.84328000000001,-39.22098,6.98027,51.201,34.8925,34.8939,6.5009,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.5905,5.5915
20,21,3.4026080000000003,3.402636,55.262,-0.9925 (avg),10,ar30-03,Jun 12 2018 21:29:55,30.13,D:\Data\ar30-03010.hex,59.843340000000005,-39.22181,6.95947,30.419,34.8901,34.8914,6.6091,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.7184,5.7175
21,22,3.407977,3.4075800000000003,43.4404,-0.0119 (avg),10,ar30-03,Jun 12 2018 21:31:26,24.888,D:\Data\ar30-03010.hex,59.84332,-39.222390000000004,6.94888,25.125999999999998,34.8852,34.8867,6.7242,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.7848,5.779
22,23,3.421506,3.4217169999999997,55.262,-0.8124 (avg),10,ar30-03,Jun 12 2018 21:33:03,15.079,D:\Data\ar30-03010.hex,59.843340000000005,-39.222970000000004,6.92283,15.222999999999999,34.8747,34.8758,7.0925,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,5.9485,5.9498
23,24,3.4357620000000004,3.435749,55.262,-0.9790 (avg),10,ar30-03,Jun 12 2018 21:34:46,3.1,D:\Data\ar30-03010.hex,59.843340000000005,-39.22357,6.8964300000000005,3.1289999999999996,34.8724,34.874,7.261,59 50.67 N,039 11.81 W,2018-06-12T19:51:22Z,6.1132,6.1115
0,1,3.150687,3.1505259999999997,55.262,-1.0769 (avg),11,ar30-03,Jun 13 2018 14:06:36,2945.5370000000003,D:\Data\ar30-03011.hex,59.6594,-38.61354,7.7133899999999995,2994.623,34.8916,34.8877,5.5464,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,1.498,1.4997
1,2,3.25052,3.250839,55.262,-1.0946 (avg),11,ar30-03,Jun 13 2018 14:13:43,2700.386,D:\Data\ar30-03011.hex,59.65911,-38.61249,7.479589999999999,2743.797,34.9212,34.9229,5.1887,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,2.7182,2.7202
2,3,3.259092,3.259465,55.262,-1.0924 (avg),11,ar30-03,Jun 13 2018 14:19:04,2501.141,D:\Data\ar30-03011.hex,59.6589,-38.611779999999996,7.445860000000001,2540.149,34.9257,34.9286,5.2887,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,2.8997,2.9013
3,4,3.264487,3.265422,55.262,-1.1302 (avg),11,ar30-03,Jun 13 2018 14:25:24,2240.758,D:\Data\ar30-03011.hex,59.6586,-38.61088,7.41237,2274.297,34.9193,34.9286,4.6009,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.0845,3.0862
4,5,3.276964,3.277,55.262,-1.0968 (avg),11,ar30-03,Jun 13 2018 14:34:42,1803.027,D:\Data\ar30-03011.hex,59.65824,-38.609559999999995,7.35173,1828.102,34.9306,34.9309,5.95,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.4162,3.4164
5,6,3.272786,3.2728509999999997,55.262,-1.0893 (avg),11,ar30-03,Jun 13 2018 14:41:58,1499.819,D:\Data\ar30-03011.hex,59.65794,-38.60845,7.332269999999999,1519.5720000000001,34.9119,34.9126,6.0791,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.53,3.5301
6,7,3.251027,3.251055,55.262,-0.9738 (avg),11,ar30-03,Jun 13 2018 14:49:09,1200.955,D:\Data\ar30-03011.hex,59.6576,-38.607240000000004,7.34691,1215.897,34.8831,34.8839,6.323,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.4562,3.4559
7,8,3.2320349999999998,3.232184,55.262,-1.1481 (avg),11,ar30-03,Jun 13 2018 14:54:45,1001.8939999999999,D:\Data\ar30-03011.hex,59.6573,-38.60633,7.36562,1013.8710000000001,34.8646,34.8658,6.5053,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.3574,3.3579
8,9,3.225546,3.225628,55.262,-1.0488 (avg),11,ar30-03,Jun 13 2018 15:01:14,751.051,D:\Data\ar30-03011.hex,59.65696,-38.605140000000006,7.35694,759.568,34.8697,34.8708,6.5766,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.4042,3.4041
9,10,3.2236849999999997,3.223776,55.262,-0.8527 (avg),11,ar30-03,Jun 13 2018 15:07:20,507.225,D:\Data\ar30-03011.hex,59.65664,-38.604040000000005,7.33972,512.673,34.8792,34.8805,6.5655,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.4974,3.4972
10,11,3.233305,3.2333950000000002,55.262,-1.0444 (avg),11,ar30-03,Jun 13 2018 15:14:43,201.09,D:\Data\ar30-03011.hex,59.656180000000006,-38.60238,7.293019999999999,203.09900000000002,34.8833,34.8847,6.6688,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,3.7583,3.758
11,12,3.256663,3.2567310000000003,55.262,-0.8488 (avg),11,ar30-03,Jun 13 2018 15:17:22,131.316,D:\Data\ar30-03011.hex,59.6561,-38.60225,7.238169999999999,132.60399999999998,34.8618,34.8636,6.7793,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.076,4.0751
12,13,3.268583,3.2686830000000002,55.262,-1.0071 (avg),11,ar30-03,Jun 13 2018 15:20:03,90.09700000000001,D:\Data\ar30-03011.hex,59.656119999999994,-38.60228,7.21068,90.97200000000001,34.8568,34.8582,6.8162,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.2351,4.2349
13,14,3.273148,3.27317,55.262,-1.1594 (avg),11,ar30-03,Jun 13 2018 15:22:32,60.446000000000005,D:\Data\ar30-03011.hex,59.65614,-38.60228,7.1992199999999995,61.028,34.8571,34.8586,6.8308,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.3011,4.2999
14,15,3.3093190000000003,3.3058739999999998,55.262,-1.1473 (avg),11,ar30-03,Jun 13 2018 15:24:42,30.552,D:\Data\ar30-03011.hex,59.65614,-38.6023,7.125139999999999,30.844,34.8365,34.8402,6.9263,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,4.7387,4.6968
15,16,3.346349,3.3462730000000005,55.262,-1.1961 (avg),11,ar30-03,Jun 13 2018 15:26:40,15.659,D:\Data\ar30-03011.hex,59.65614,-38.60228,7.05346,15.808,34.826,34.8261,7.1088,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,5.167,5.166
16,17,3.369328,3.3692910000000005,55.262,-1.1409 (avg),11,ar30-03,Jun 13 2018 15:28:49,5.564,D:\Data\ar30-03011.hex,59.65614,-38.6023,7.00978,5.617000000000001,34.8203,34.8219,7.1251,59 39.70 N,038 37.20 W,2018-06-13T13:11:35Z,5.4316,5.4297
0,1,3.147967,3.145421,55.262,-0.9550 (avg),12,ar30-03,Jun 13 2018 17:52:57,2897.66,D:\Data\ar30-03012.hex,59.680409999999995,-38.94144,7.7195100000000005,2945.6209999999996,34.9239,34.8901,4.7111,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,1.4579,1.46
1,2,3.227011,3.227694,55.262,-1.1067 (avg),12,ar30-03,Jun 13 2018 17:58:27,2698.0170000000003,D:\Data\ar30-03012.hex,59.68038000000001,-38.94155,7.5266399999999996,2741.3790000000004,34.9011,34.9074,5.2613,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,2.4712,2.473
2,3,3.2563310000000003,3.25786,55.262,-1.1310 (avg),12,ar30-03,Jun 13 2018 18:03:42,2499.11,D:\Data\ar30-03012.hex,59.6804,-38.94155,7.449610000000001,2538.078,34.9109,34.9277,4.5699,59 40.85 N,038 56.40 W,2018-06-13T17:00:29Z,2.8835,2.8849
